type,client,tx,amount
deposit,2018,4038,2.0
dispute,2018,4038,
chargeback,2018,4038,
deposit,2019,4038,2.0
dispute,2019,4038,
resolve,2019,4038,
withdrawal,2019,4039,1.5
dispute,2019,4039,
resolve,2019,4039,
deposit,2019,4040,2.0
dispute,2019,4040,
chargeback,2019,4040,
deposit,2020,4040,2.0
dispute,2020,4040,
resolve,2020,4040,
withdrawal,2020,4041,1.5
dispute,2020,4041,
resolve,2020,4041,
deposit,2020,4042,2.0
dispute,2020,4042,
chargeback,2020,4042,
deposit,2021,4042,2.0
dispute,2021,4042,
resolve,2021,4042,
withdrawal,2021,4043,1.5
dispute,2021,4043,
resolve,2021,4043,
deposit,2021,4044,2.0
dispute,2021,4044,
chargeback,2021,4044,
deposit,2022,4044,2.0
dispute,2022,4044,
resolve,2022,4044,
withdrawal,2022,4045,1.5
dispute,2022,4045,
resolve,2022,4045,
deposit,2022,4046,2.0
dispute,2022,4046,
chargeback,2022,4046,
deposit,2023,4046,2.0
dispute,2023,4046,
resolve,2023,4046,
withdrawal,2023,4047,1.5
dispute,2023,4047,
resolve,2023,4047,
deposit,2023,4048,2.0
dispute,2023,4048,
chargeback,2023,4048,
deposit,2024,4048,2.0
dispute,2024,4048,
resolve,2024,4048,
withdrawal,2024,4049,1.5
dispute,2024,4049,
resolve,2024,4049,
deposit,2024,4050,2.0
dispute,2024,4050,
chargeback,2024,4050,
deposit,2025,4050,2.0
dispute,2025,4050,
resolve,2025,4050,
withdrawal,2025,4051,1.5
dispute,2025,4051,
resolve,2025,4051,
deposit,2025,4052,2.0
dispute,2025,4052,
chargeback,2025,4052,
deposit,2026,4052,2.0
dispute,2026,4052,
resolve,2026,4052,
withdrawal,2026,4053,1.5
dispute,2026,4053,
resolve,2026,4053,
deposit,2026,4054,2.0
dispute,2026,4054,
chargeback,2026,4054,
deposit,2027,4054,2.0
dispute,2027,4054,
resolve,2027,4054,
withdrawal,2027,4055,1.5
dispute,2027,4055,
resolve,2027,4055,
deposit,2027,4056,2.0
dispute,2027,4056,
chargeback,2027,4056,
deposit,2028,4056,2.0
dispute,2028,4056,
resolve,2028,4056,
withdrawal,2028,4057,1.5
dispute,2028,4057,
resolve,2028,4057,
deposit,2028,4058,2.0
dispute,2028,4058,
chargeback,2028,4058,
deposit,2029,4058,2.0
dispute,2029,4058,
resolve,2029,4058,
withdrawal,2029,4059,1.5
dispute,2029,4059,
resolve,2029,4059,
deposit,2029,4060,2.0
dispute,2029,4060,
chargeback,2029,4060,
deposit,2030,4060,2.0
dispute,2030,4060,
resolve,2030,4060,
withdrawal,2030,4061,1.5
dispute,2030,4061,
resolve,2030,4061,
deposit,2030,4062,2.0
dispute,2030,4062,
chargeback,2030,4062,
deposit,2031,4062,2.0
dispute,2031,4062,
resolve,2031,4062,
withdrawal,2031,4063,1.5
dispute,2031,4063,
resolve,2031,4063,
deposit,2031,4064,2.0
dispute,2031,4064,
chargeback,2031,4064,
deposit,2032,4064,2.0
dispute,2032,4064,
resolve,2032,4064,
withdrawal,2032,4065,1.5
dispute,2032,4065,
resolve,2032,4065,
deposit,2032,4066,2.0
dispute,2032,4066,
chargeback,2032,4066,
deposit,2033,4066,2.0
dispute,2033,4066,
resolve,2033,4066,
withdrawal,2033,4067,1.5
dispute,2033,4067,
resolve,2033,4067,
deposit,2033,4068,2.0
dispute,2033,4068,
chargeback,2033,4068,
deposit,2034,4068,2.0
dispute,2034,4068,
resolve,2034,4068,
withdrawal,2034,4069,1.5
dispute,2034,4069,
resolve,2034,4069,
deposit,2034,4070,2.0
dispute,2034,4070,
chargeback,2034,4070,
deposit,2035,4070,2.0
dispute,2035,4070,
resolve,2035,4070,
withdrawal,2035,4071,1.5
dispute,2035,4071,
resolve,2035,4071,
deposit,2035,4072,2.0
dispute,2035,4072,
chargeback,2035,4072,
deposit,2036,4072,2.0
dispute,2036,4072,
resolve,2036,4072,
withdrawal,2036,4073,1.5
dispute,2036,4073,
resolve,2036,4073,
deposit,2036,4074,2.0
dispute,2036,4074,
chargeback,2036,4074,
deposit,2037,4074,2.0
dispute,2037,4074,
resolve,2037,4074,
withdrawal,2037,4075,1.5
dispute,2037,4075,
resolve,2037,4075,
deposit,2037,4076,2.0
dispute,2037,4076,
chargeback,2037,4076,
deposit,2038,4076,2.0
dispute,2038,4076,
resolve,2038,4076,
withdrawal,2038,4077,1.5
dispute,2038,4077,
resolve,2038,4077,
deposit,2038,4078,2.0
dispute,2038,4078,
chargeback,2038,4078,
deposit,2039,4078,2.0
dispute,2039,4078,
resolve,2039,4078,
withdrawal,2039,4079,1.5
dispute,2039,4079,
resolve,2039,4079,
deposit,2039,4080,2.0
dispute,2039,4080,
chargeback,2039,4080,
deposit,2040,4080,2.0
dispute,2040,4080,
resolve,2040,4080,
withdrawal,2040,4081,1.5
dispute,2040,4081,
resolve,2040,4081,
deposit,2040,4082,2.0
dispute,2040,4082,
chargeback,2040,4082,
deposit,2041,4082,2.0
dispute,2041,4082,
resolve,2041,4082,
withdrawal,2041,4083,1.5
dispute,2041,4083,
resolve,2041,4083,
deposit,2041,4084,2.0
dispute,2041,4084,
chargeback,2041,4084,
deposit,2042,4084,2.0
dispute,2042,4084,
resolve,2042,4084,
withdrawal,2042,4085,1.5
dispute,2042,4085,
resolve,2042,4085,
deposit,2042,4086,2.0
dispute,2042,4086,
chargeback,2042,4086,
deposit,2043,4086,2.0
dispute,2043,4086,
resolve,2043,4086,
withdrawal,2043,4087,1.5
dispute,2043,4087,
resolve,2043,4087,
deposit,2043,4088,2.0
dispute,2043,4088,
chargeback,2043,4088,
deposit,2044,4088,2.0
dispute,2044,4088,
resolve,2044,4088,
withdrawal,2044,4089,1.5
dispute,2044,4089,
resolve,2044,4089,
deposit,2044,4090,2.0
dispute,2044,4090,
chargeback,2044,4090,
deposit,2045,4090,2.0
dispute,2045,4090,
resolve,2045,4090,
withdrawal,2045,4091,1.5
dispute,2045,4091,
resolve,2045,4091,
deposit,2045,4092,2.0
dispute,2045,4092,
chargeback,2045,4092,
deposit,2046,4092,2.0
dispute,2046,4092,
resolve,2046,4092,
withdrawal,2046,4093,1.5
dispute,2046,4093,
resolve,2046,4093,
deposit,2046,4094,2.0
dispute,2046,4094,
chargeback,2046,4094,
deposit,2047,4094,2.0
dispute,2047,4094,
resolve,2047,4094,
withdrawal,2047,4095,1.5
dispute,2047,4095,
resolve,2047,4095,
deposit,2047,4096,2.0
dispute,2047,4096,
chargeback,2047,4096,
deposit,2048,4096,2.0
dispute,2048,4096,
resolve,2048,4096,
withdrawal,2048,4097,1.5
dispute,2048,4097,
resolve,2048,4097,
deposit,2048,4098,2.0
dispute,2048,4098,
chargeback,2048,4098,
deposit,2049,4098,2.0
dispute,2049,4098,
resolve,2049,4098,
withdrawal,2049,4099,1.5
dispute,2049,4099,
resolve,2049,4099,
deposit,2049,4100,2.0
dispute,2049,4100,
chargeback,2049,4100,
deposit,2050,4100,2.0
dispute,2050,4100,
resolve,2050,4100,
withdrawal,2050,4101,1.5
dispute,2050,4101,
resolve,2050,4101,
deposit,2050,4102,2.0
dispute,2050,4102,
chargeback,2050,4102,
deposit,2051,4102,2.0
dispute,2051,4102,
resolve,2051,4102,
withdrawal,2051,4103,1.5
dispute,2051,4103,
resolve,2051,4103,
deposit,2051,4104,2.0
dispute,2051,4104,
chargeback,2051,4104,
deposit,2052,4104,2.0
dispute,2052,4104,
resolve,2052,4104,
withdrawal,2052,4105,1.5
dispute,2052,4105,
resolve,2052,4105,
deposit,2052,4106,2.0
dispute,2052,4106,
chargeback,2052,4106,
deposit,2053,4106,2.0
dispute,2053,4106,
resolve,2053,4106,
withdrawal,2053,4107,1.5
dispute,2053,4107,
resolve,2053,4107,
deposit,2053,4108,2.0
dispute,2053,4108,
chargeback,2053,4108,
deposit,2054,4108,2.0
dispute,2054,4108,
resolve,2054,4108,
withdrawal,2054,4109,1.5
dispute,2054,4109,
resolve,2054,4109,
deposit,2054,4110,2.0
dispute,2054,4110,
chargeback,2054,4110,
deposit,2055,4110,2.0
dispute,2055,4110,
resolve,2055,4110,
withdrawal,2055,4111,1.5
dispute,2055,4111,
resolve,2055,4111,
deposit,2055,4112,2.0
dispute,2055,4112,
chargeback,2055,4112,
deposit,2056,4112,2.0
dispute,2056,4112,
resolve,2056,4112,
withdrawal,2056,4113,1.5
dispute,2056,4113,
resolve,2056,4113,
deposit,2056,4114,2.0
dispute,2056,4114,
chargeback,2056,4114,
deposit,2057,4114,2.0
dispute,2057,4114,
resolve,2057,4114,
withdrawal,2057,4115,1.5
dispute,2057,4115,
resolve,2057,4115,
deposit,2057,4116,2.0
dispute,2057,4116,
chargeback,2057,4116,
deposit,2058,4116,2.0
dispute,2058,4116,
resolve,2058,4116,
withdrawal,2058,4117,1.5
dispute,2058,4117,
resolve,2058,4117,
deposit,2058,4118,2.0
dispute,2058,4118,
chargeback,2058,4118,
deposit,2059,4118,2.0
dispute,2059,4118,
resolve,2059,4118,
withdrawal,2059,4119,1.5
dispute,2059,4119,
resolve,2059,4119,
deposit,2059,4120,2.0
dispute,2059,4120,
chargeback,2059,4120,
deposit,2060,4120,2.0
dispute,2060,4120,
resolve,2060,4120,
withdrawal,2060,4121,1.5
dispute,2060,4121,
resolve,2060,4121,
deposit,2060,4122,2.0
dispute,2060,4122,
chargeback,2060,4122,
deposit,2061,4122,2.0
dispute,2061,4122,
resolve,2061,4122,
withdrawal,2061,4123,1.5
dispute,2061,4123,
resolve,2061,4123,
deposit,2061,4124,2.0
dispute,2061,4124,
chargeback,2061,4124,
deposit,2062,4124,2.0
dispute,2062,4124,
resolve,2062,4124,
withdrawal,2062,4125,1.5
dispute,2062,4125,
resolve,2062,4125,
deposit,2062,4126,2.0
dispute,2062,4126,
chargeback,2062,4126,
deposit,2063,4126,2.0
dispute,2063,4126,
resolve,2063,4126,
withdrawal,2063,4127,1.5
dispute,2063,4127,
resolve,2063,4127,
deposit,2063,4128,2.0
dispute,2063,4128,
chargeback,2063,4128,
deposit,2064,4128,2.0
dispute,2064,4128,
resolve,2064,4128,
withdrawal,2064,4129,1.5
dispute,2064,4129,
resolve,2064,4129,
deposit,2064,4130,2.0
dispute,2064,4130,
chargeback,2064,4130,
deposit,2065,4130,2.0
dispute,2065,4130,
resolve,2065,4130,
withdrawal,2065,4131,1.5
dispute,2065,4131,
resolve,2065,4131,
deposit,2065,4132,2.0
dispute,2065,4132,
chargeback,2065,4132,
deposit,2066,4132,2.0
dispute,2066,4132,
resolve,2066,4132,
withdrawal,2066,4133,1.5
dispute,2066,4133,
resolve,2066,4133,
deposit,2066,4134,2.0
dispute,2066,4134,
chargeback,2066,4134,
deposit,2067,4134,2.0
dispute,2067,4134,
resolve,2067,4134,
withdrawal,2067,4135,1.5
dispute,2067,4135,
resolve,2067,4135,
deposit,2067,4136,2.0
dispute,2067,4136,
chargeback,2067,4136,
deposit,2068,4136,2.0
dispute,2068,4136,
resolve,2068,4136,
withdrawal,2068,4137,1.5
dispute,2068,4137,
resolve,2068,4137,
deposit,2068,4138,2.0
dispute,2068,4138,
chargeback,2068,4138,
deposit,2069,4138,2.0
dispute,2069,4138,
resolve,2069,4138,
withdrawal,2069,4139,1.5
dispute,2069,4139,
resolve,2069,4139,
deposit,2069,4140,2.0
dispute,2069,4140,
chargeback,2069,4140,
deposit,2070,4140,2.0
dispute,2070,4140,
resolve,2070,4140,
withdrawal,2070,4141,1.5
dispute,2070,4141,
resolve,2070,4141,
deposit,2070,4142,2.0
dispute,2070,4142,
chargeback,2070,4142,
deposit,2071,4142,2.0
dispute,2071,4142,
resolve,2071,4142,
withdrawal,2071,4143,1.5
dispute,2071,4143,
resolve,2071,4143,
deposit,2071,4144,2.0
dispute,2071,4144,
chargeback,2071,4144,
deposit,2072,4144,2.0
dispute,2072,4144,
resolve,2072,4144,
withdrawal,2072,4145,1.5
dispute,2072,4145,
resolve,2072,4145,
deposit,2072,4146,2.0
dispute,2072,4146,
chargeback,2072,4146,
deposit,2073,4146,2.0
dispute,2073,4146,
resolve,2073,4146,
withdrawal,2073,4147,1.5
dispute,2073,4147,
resolve,2073,4147,
deposit,2073,4148,2.0
dispute,2073,4148,
chargeback,2073,4148,
deposit,2074,4148,2.0
dispute,2074,4148,
resolve,2074,4148,
withdrawal,2074,4149,1.5
dispute,2074,4149,
resolve,2074,4149,
deposit,2074,4150,2.0
dispute,2074,4150,
chargeback,2074,4150,
deposit,2075,4150,2.0
dispute,2075,4150,
resolve,2075,4150,
withdrawal,2075,4151,1.5
dispute,2075,4151,
resolve,2075,4151,
deposit,2075,4152,2.0
dispute,2075,4152,
chargeback,2075,4152,
deposit,2076,4152,2.0
dispute,2076,4152,
resolve,2076,4152,
withdrawal,2076,4153,1.5
dispute,2076,4153,
resolve,2076,4153,
deposit,2076,4154,2.0
dispute,2076,4154,
chargeback,2076,4154,
deposit,2077,4154,2.0
dispute,2077,4154,
resolve,2077,4154,
withdrawal,2077,4155,1.5
dispute,2077,4155,
resolve,2077,4155,
deposit,2077,4156,2.0
dispute,2077,4156,
chargeback,2077,4156,
deposit,2078,4156,2.0
dispute,2078,4156,
resolve,2078,4156,
withdrawal,2078,4157,1.5
dispute,2078,4157,
resolve,2078,4157,
deposit,2078,4158,2.0
dispute,2078,4158,
chargeback,2078,4158,
deposit,2079,4158,2.0
dispute,2079,4158,
resolve,2079,4158,
withdrawal,2079,4159,1.5
dispute,2079,4159,
resolve,2079,4159,
deposit,2079,4160,2.0
dispute,2079,4160,
chargeback,2079,4160,
deposit,2080,4160,2.0
dispute,2080,4160,
resolve,2080,4160,
withdrawal,2080,4161,1.5
dispute,2080,4161,
resolve,2080,4161,
deposit,2080,4162,2.0
dispute,2080,4162,
chargeback,2080,4162,
deposit,2081,4162,2.0
dispute,2081,4162,
resolve,2081,4162,
withdrawal,2081,4163,1.5
dispute,2081,4163,
resolve,2081,4163,
deposit,2081,4164,2.0
dispute,2081,4164,
chargeback,2081,4164,
deposit,2082,4164,2.0
dispute,2082,4164,
resolve,2082,4164,
withdrawal,2082,4165,1.5
dispute,2082,4165,
resolve,2082,4165,
deposit,2082,4166,2.0
dispute,2082,4166,
chargeback,2082,4166,
deposit,2083,4166,2.0
dispute,2083,4166,
resolve,2083,4166,
withdrawal,2083,4167,1.5
dispute,2083,4167,
resolve,2083,4167,
deposit,2083,4168,2.0
dispute,2083,4168,
chargeback,2083,4168,
deposit,2084,4168,2.0
dispute,2084,4168,
resolve,2084,4168,
withdrawal,2084,4169,1.5
dispute,2084,4169,
resolve,2084,4169,
deposit,2084,4170,2.0
dispute,2084,4170,
chargeback,2084,4170,
deposit,2085,4170,2.0
dispute,2085,4170,
resolve,2085,4170,
withdrawal,2085,4171,1.5
dispute,2085,4171,
resolve,2085,4171,
deposit,2085,4172,2.0
dispute,2085,4172,
chargeback,2085,4172,
deposit,2086,4172,2.0
dispute,2086,4172,
resolve,2086,4172,
withdrawal,2086,4173,1.5
dispute,2086,4173,
resolve,2086,4173,
deposit,2086,4174,2.0
dispute,2086,4174,
chargeback,2086,4174,
deposit,2087,4174,2.0
dispute,2087,4174,
resolve,2087,4174,
withdrawal,2087,4175,1.5
dispute,2087,4175,
resolve,2087,4175,
deposit,2087,4176,2.0
dispute,2087,4176,
chargeback,2087,4176,
deposit,2088,4176,2.0
dispute,2088,4176,
resolve,2088,4176,
withdrawal,2088,4177,1.5
dispute,2088,4177,
resolve,2088,4177,
deposit,2088,4178,2.0
dispute,2088,4178,
chargeback,2088,4178,
deposit,2089,4178,2.0
dispute,2089,4178,
resolve,2089,4178,
withdrawal,2089,4179,1.5
dispute,2089,4179,
resolve,2089,4179,
deposit,2089,4180,2.0
dispute,2089,4180,
chargeback,2089,4180,
deposit,2090,4180,2.0
dispute,2090,4180,
resolve,2090,4180,
withdrawal,2090,4181,1.5
dispute,2090,4181,
resolve,2090,4181,
deposit,2090,4182,2.0
dispute,2090,4182,
chargeback,2090,4182,
deposit,2091,4182,2.0
dispute,2091,4182,
resolve,2091,4182,
withdrawal,2091,4183,1.5
dispute,2091,4183,
resolve,2091,4183,
deposit,2091,4184,2.0
dispute,2091,4184,
chargeback,2091,4184,
deposit,2092,4184,2.0
dispute,2092,4184,
resolve,2092,4184,
withdrawal,2092,4185,1.5
dispute,2092,4185,
resolve,2092,4185,
deposit,2092,4186,2.0
dispute,2092,4186,
chargeback,2092,4186,
deposit,2093,4186,2.0
dispute,2093,4186,
resolve,2093,4186,
withdrawal,2093,4187,1.5
dispute,2093,4187,
resolve,2093,4187,
deposit,2093,4188,2.0
dispute,2093,4188,
chargeback,2093,4188,
deposit,2094,4188,2.0
dispute,2094,4188,
resolve,2094,4188,
withdrawal,2094,4189,1.5
dispute,2094,4189,
resolve,2094,4189,
deposit,2094,4190,2.0
dispute,2094,4190,
chargeback,2094,4190,
deposit,2095,4190,2.0
dispute,2095,4190,
resolve,2095,4190,
withdrawal,2095,4191,1.5
dispute,2095,4191,
resolve,2095,4191,
deposit,2095,4192,2.0
dispute,2095,4192,
chargeback,2095,4192,
deposit,2096,4192,2.0
dispute,2096,4192,
resolve,2096,4192,
withdrawal,2096,4193,1.5
dispute,2096,4193,
resolve,2096,4193,
deposit,2096,4194,2.0
dispute,2096,4194,
chargeback,2096,4194,
deposit,2097,4194,2.0
dispute,2097,4194,
resolve,2097,4194,
withdrawal,2097,4195,1.5
dispute,2097,4195,
resolve,2097,4195,
deposit,2097,4196,2.0
dispute,2097,4196,
chargeback,2097,4196,
deposit,2098,4196,2.0
dispute,2098,4196,
resolve,2098,4196,
withdrawal,2098,4197,1.5
dispute,2098,4197,
resolve,2098,4197,
deposit,2098,4198,2.0
dispute,2098,4198,
chargeback,2098,4198,
deposit,2099,4198,2.0
dispute,2099,4198,
resolve,2099,4198,
withdrawal,2099,4199,1.5
dispute,2099,4199,
resolve,2099,4199,
deposit,2099,4200,2.0
dispute,2099,4200,
chargeback,2099,4200,
deposit,2100,4200,2.0
dispute,2100,4200,
resolve,2100,4200,
withdrawal,2100,4201,1.5
dispute,2100,4201,
resolve,2100,4201,
deposit,2100,4202,2.0
dispute,2100,4202,
chargeback,2100,4202,
deposit,2101,4202,2.0
dispute,2101,4202,
resolve,2101,4202,
withdrawal,2101,4203,1.5
dispute,2101,4203,
resolve,2101,4203,
deposit,2101,4204,2.0
dispute,2101,4204,
chargeback,2101,4204,
deposit,2102,4204,2.0
dispute,2102,4204,
resolve,2102,4204,
withdrawal,2102,4205,1.5
dispute,2102,4205,
resolve,2102,4205,
deposit,2102,4206,2.0
dispute,2102,4206,
chargeback,2102,4206,
deposit,2103,4206,2.0
dispute,2103,4206,
resolve,2103,4206,
withdrawal,2103,4207,1.5
dispute,2103,4207,
resolve,2103,4207,
deposit,2103,4208,2.0
dispute,2103,4208,
chargeback,2103,4208,
deposit,2104,4208,2.0
dispute,2104,4208,
resolve,2104,4208,
withdrawal,2104,4209,1.5
dispute,2104,4209,
resolve,2104,4209,
deposit,2104,4210,2.0
dispute,2104,4210,
chargeback,2104,4210,
deposit,2105,4210,2.0
dispute,2105,4210,
resolve,2105,4210,
withdrawal,2105,4211,1.5
dispute,2105,4211,
resolve,2105,4211,
deposit,2105,4212,2.0
dispute,2105,4212,
chargeback,2105,4212,
deposit,2106,4212,2.0
dispute,2106,4212,
resolve,2106,4212,
withdrawal,2106,4213,1.5
dispute,2106,4213,
resolve,2106,4213,
deposit,2106,4214,2.0
dispute,2106,4214,
chargeback,2106,4214,
deposit,2107,4214,2.0
dispute,2107,4214,
resolve,2107,4214,
withdrawal,2107,4215,1.5
dispute,2107,4215,
resolve,2107,4215,
deposit,2107,4216,2.0
dispute,2107,4216,
chargeback,2107,4216,
deposit,2108,4216,2.0
dispute,2108,4216,
resolve,2108,4216,
withdrawal,2108,4217,1.5
dispute,2108,4217,
resolve,2108,4217,
deposit,2108,4218,2.0
dispute,2108,4218,
chargeback,2108,4218,
deposit,2109,4218,2.0
dispute,2109,4218,
resolve,2109,4218,
withdrawal,2109,4219,1.5
dispute,2109,4219,
resolve,2109,4219,
deposit,2109,4220,2.0
dispute,2109,4220,
chargeback,2109,4220,
deposit,2110,4220,2.0
dispute,2110,4220,
resolve,2110,4220,
withdrawal,2110,4221,1.5
dispute,2110,4221,
resolve,2110,4221,
deposit,2110,4222,2.0
dispute,2110,4222,
chargeback,2110,4222,
deposit,2111,4222,2.0
dispute,2111,4222,
resolve,2111,4222,
withdrawal,2111,4223,1.5
dispute,2111,4223,
resolve,2111,4223,
deposit,2111,4224,2.0
dispute,2111,4224,
chargeback,2111,4224,
deposit,2112,4224,2.0
dispute,2112,4224,
resolve,2112,4224,
withdrawal,2112,4225,1.5
dispute,2112,4225,
resolve,2112,4225,
deposit,2112,4226,2.0
dispute,2112,4226,
chargeback,2112,4226,
deposit,2113,4226,2.0
dispute,2113,4226,
resolve,2113,4226,
withdrawal,2113,4227,1.5
dispute,2113,4227,
resolve,2113,4227,
deposit,2113,4228,2.0
dispute,2113,4228,
chargeback,2113,4228,
deposit,2114,4228,2.0
dispute,2114,4228,
resolve,2114,4228,
withdrawal,2114,4229,1.5
dispute,2114,4229,
resolve,2114,4229,
deposit,2114,4230,2.0
dispute,2114,4230,
chargeback,2114,4230,
deposit,2115,4230,2.0
dispute,2115,4230,
resolve,2115,4230,
withdrawal,2115,4231,1.5
dispute,2115,4231,
resolve,2115,4231,
deposit,2115,4232,2.0
dispute,2115,4232,
chargeback,2115,4232,
deposit,2116,4232,2.0
dispute,2116,4232,
resolve,2116,4232,
withdrawal,2116,4233,1.5
dispute,2116,4233,
resolve,2116,4233,
deposit,2116,4234,2.0
dispute,2116,4234,
chargeback,2116,4234,
deposit,2117,4234,2.0
dispute,2117,4234,
resolve,2117,4234,
withdrawal,2117,4235,1.5
dispute,2117,4235,
resolve,2117,4235,
deposit,2117,4236,2.0
dispute,2117,4236,
chargeback,2117,4236,
deposit,2118,4236,2.0
dispute,2118,4236,
resolve,2118,4236,
withdrawal,2118,4237,1.5
dispute,2118,4237,
resolve,2118,4237,
deposit,2118,4238,2.0
dispute,2118,4238,
chargeback,2118,4238,
deposit,2119,4238,2.0
dispute,2119,4238,
resolve,2119,4238,
withdrawal,2119,4239,1.5
dispute,2119,4239,
resolve,2119,4239,
deposit,2119,4240,2.0
dispute,2119,4240,
chargeback,2119,4240,
deposit,2120,4240,2.0
dispute,2120,4240,
resolve,2120,4240,
withdrawal,2120,4241,1.5
dispute,2120,4241,
resolve,2120,4241,
deposit,2120,4242,2.0
dispute,2120,4242,
chargeback,2120,4242,
deposit,2121,4242,2.0
dispute,2121,4242,
resolve,2121,4242,
withdrawal,2121,4243,1.5
dispute,2121,4243,
resolve,2121,4243,
deposit,2121,4244,2.0
dispute,2121,4244,
chargeback,2121,4244,
deposit,2122,4244,2.0
dispute,2122,4244,
resolve,2122,4244,
withdrawal,2122,4245,1.5
dispute,2122,4245,
resolve,2122,4245,
deposit,2122,4246,2.0
dispute,2122,4246,
chargeback,2122,4246,
deposit,2123,4246,2.0
dispute,2123,4246,
resolve,2123,4246,
withdrawal,2123,4247,1.5
dispute,2123,4247,
resolve,2123,4247,
deposit,2123,4248,2.0
dispute,2123,4248,
chargeback,2123,4248,
deposit,2124,4248,2.0
dispute,2124,4248,
resolve,2124,4248,
withdrawal,2124,4249,1.5
dispute,2124,4249,
resolve,2124,4249,
deposit,2124,4250,2.0
dispute,2124,4250,
chargeback,2124,4250,
deposit,2125,4250,2.0
dispute,2125,4250,
resolve,2125,4250,
withdrawal,2125,4251,1.5
dispute,2125,4251,
resolve,2125,4251,
deposit,2125,4252,2.0
dispute,2125,4252,
chargeback,2125,4252,
deposit,2126,4252,2.0
dispute,2126,4252,
resolve,2126,4252,
withdrawal,2126,4253,1.5
dispute,2126,4253,
resolve,2126,4253,
deposit,2126,4254,2.0
dispute,2126,4254,
chargeback,2126,4254,
deposit,2127,4254,2.0
dispute,2127,4254,
resolve,2127,4254,
withdrawal,2127,4255,1.5
dispute,2127,4255,
resolve,2127,4255,
deposit,2127,4256,2.0
dispute,2127,4256,
chargeback,2127,4256,
deposit,2128,4256,2.0
dispute,2128,4256,
resolve,2128,4256,
withdrawal,2128,4257,1.5
dispute,2128,4257,
resolve,2128,4257,
deposit,2128,4258,2.0
dispute,2128,4258,
chargeback,2128,4258,
deposit,2129,4258,2.0
dispute,2129,4258,
resolve,2129,4258,
withdrawal,2129,4259,1.5
dispute,2129,4259,
resolve,2129,4259,
deposit,2129,4260,2.0
dispute,2129,4260,
chargeback,2129,4260,
deposit,2130,4260,2.0
dispute,2130,4260,
resolve,2130,4260,
withdrawal,2130,4261,1.5
dispute,2130,4261,
resolve,2130,4261,
deposit,2130,4262,2.0
dispute,2130,4262,
chargeback,2130,4262,
deposit,2131,4262,2.0
dispute,2131,4262,
resolve,2131,4262,
withdrawal,2131,4263,1.5
dispute,2131,4263,
resolve,2131,4263,
deposit,2131,4264,2.0
dispute,2131,4264,
chargeback,2131,4264,
deposit,2132,4264,2.0
dispute,2132,4264,
resolve,2132,4264,
withdrawal,2132,4265,1.5
dispute,2132,4265,
resolve,2132,4265,
deposit,2132,4266,2.0
dispute,2132,4266,
chargeback,2132,4266,
deposit,2133,4266,2.0
dispute,2133,4266,
resolve,2133,4266,
withdrawal,2133,4267,1.5
dispute,2133,4267,
resolve,2133,4267,
deposit,2133,4268,2.0
dispute,2133,4268,
chargeback,2133,4268,
deposit,2134,4268,2.0
dispute,2134,4268,
resolve,2134,4268,
withdrawal,2134,4269,1.5
dispute,2134,4269,
resolve,2134,4269,
